'id','meta_series','month_year','region_id','std_margin_percentage'
896,'813',2023-10-01,5,0.12
897,'813',2023-10-01,2,0.12
898,'464',2023-10-01,1,0.25
899,'276',2023-10-01,1,0.1
900,'276',2023-10-01,5,0.1
901,'276',2023-10-01,2,0.1
902,'005',2023-10-01,1,0.12
903,'005',2023-10-01,5,0.12
904,'868',2023-10-01,1,0.08
905,'857',2023-10-01,5,0.08
906,'857',2023-10-01,2,0.08
907,'868',2023-10-01,4,0.08
908,'807',2023-10-01,5,0.34
909,'935',2023-10-01,5,0.34
910,'935',2023-10-01,2,0.34
911,'3D0',2023-10-01,1,0.21
912,'264',2023-10-01,1,0.08
913,'455',2023-10-01,1,0.08
914,'264',2023-10-01,5,0.08
915,'264',2023-10-01,2,0.08
916,'861',2023-10-01,1,0.15
917,'861',2023-10-01,5,0.15
918,'861',2023-10-01,2,0.15
919,'861',2023-10-01,4,0.15
920,'435',2023-10-01,1,0.13
921,'435',2023-10-01,5,0.13
922,'435',2023-10-01,2,0.13
923,'849',2023-10-01,2,0.17
924,'849',2023-10-01,1,0.17
925,'849',2023-10-01,5,0.17
926,'976',2023-10-01,1,0.06
927,'7T0',2023-10-01,1,0.25
928,'3D0',2023-10-01,5,0.25
929,'7T0',2023-10-01,5,0.25
930,'871',2023-10-01,1,0.22
931,'871',2023-10-01,5,0.22
932,'871',2023-10-01,2,0.22
933,'826',2023-10-01,1,0.26
934,'160',2023-10-01,1,0.09
935,'160',2023-10-01,5,0.09
936,'160',2023-10-01,2,0.09
937,'7S5',2023-10-01,1,0.17
938,'466',2023-10-01,1,0.15
939,'466',2023-10-01,5,0.15
940,'466',2023-10-01,2,0.15
941,'976',2023-10-01,5,0.09
942,'807',2023-10-01,1,0.08
943,'807',2023-10-01,2,0.08
944,'225',2023-10-01,1,0.19
945,'225',2023-10-01,2,0.19
946,'3C5',2023-10-01,1,0.15
947,'3C5',2023-10-01,5,0.15
948,'177',2023-10-01,1,0.04
949,'177',2023-10-01,5,0.04
950,'475',2023-10-01,1,0.23
951,'475',2023-10-01,5,0.23
952,'475',2023-10-01,2,0.23
953,'875',2023-10-01,2,0.06
954,'881',2023-10-01,1,0.17
955,'881',2023-10-01,5,0.17
956,'881',2023-10-01,2,0.17
957,'7S4',2023-10-01,1,0.1
958,'7S4',2023-10-01,1,0.1
959,'7S4',2023-10-01,2,0.1
960,'7S4',2023-10-01,2,0.1
961,'226',2023-10-01,1,0.1
962,'826',2023-10-01,5,0.09
963,'925',2023-10-01,1,0.26
964,'882',2023-10-01,1,0.08
965,'955',2023-10-01,1,0.1
966,'466',2023-10-01,4,0.11
967,'7S5',2023-10-01,5,0.18
968,'7S5',2023-10-01,2,0.18
969,'456',2023-10-01,1,0.11
970,'812',2023-10-01,1,0.22
971,'812',2023-10-01,5,0.22
972,'812',2023-10-01,2,0.22
973,'3C4',2023-10-01,1,0.12
974,'3C4',2023-10-01,5,0.12
975,'3C4',2023-10-01,2,0.12
976,'7S1',2023-10-01,1,0.13
977,'224',2023-10-01,1,0.17
978,'900',2023-10-01,1,0.17
979,'900',2023-10-01,4,0.17
980,'3C1',2023-10-01,1,0.19
981,'7S1',2023-10-01,5,0.08
982,'7S1',2023-10-01,2,0.08
983,'7S1',2023-10-01,4,0.08
984,'3C1',2023-10-01,5,0.14
985,'3C1',2023-10-01,2,0.14
986,'915',2023-10-01,1,0.17
987,'7S4',2023-10-01,4,0.12
988,'444',2023-10-01,1,0.22
989,'444',2023-10-01,2,0.22
990,'441',2023-10-01,1,0.2
991,'3B3',2023-10-01,1,0.35
992,'843',2023-10-01,1,0.26
993,'7R6',2023-10-01,1,0.24
994,'7R6',2023-10-01,2,0.24
995,'7R1',2023-10-01,1,0.24
996,'439',2023-10-01,1,0.09
997,'7R3',2023-10-01,4,0.26
998,'3C3',2023-10-01,1,0.23
999,'245',2023-10-01,1,0.31
1000,'7S5',2023-10-01,4,0.08
1001,'3B0',2023-10-01,2,0.3
1002,'7R0',2023-10-01,5,0.26
1003,'7R0',2023-10-01,2,0.26
1004,'3B1',2023-10-01,1,0.24
1005,'7R1',2023-10-01,4,0.05
1006,'3B5',2023-10-01,5,0.28
1007,'3B5',2023-10-01,2,0.28
1008,'7R5',2023-10-01,1,0.24
1009,'7R5',2023-10-01,2,0.24
1010,'6W9',2023-10-01,1,0.24
1011,'6W9',2023-10-01,5,0.24
1012,'6W9',2023-10-01,2,0.24
1013,'3D4',2023-10-01,1,0.22
1014,'3D4',2023-10-01,5,0.22
1015,'3D4',2023-10-01,2,0.22
1016,'3D4',2023-10-01,4,0.25
1024,'879',2023-10-01,2,0.31
1025,'879',2023-10-01,5,0.31
1027,'909',2023-10-01,2,0.1
1028,'909',2023-10-01,5,0.1
1032,'7S6',2023-10-01,4,0.22
1033,'006',2023-10-01,2,0.25
1036,'3C6',2023-10-01,1,0.18
1038,'005',2023-10-01,2,0.12
1039,'7S0',2023-10-01,2,0.15
1041,'7T1',2023-10-01,1,0.29
1045,'7S3',2023-10-01,4,0.08
1046,'7R3',2023-10-01,1,0.26
1049,'3D1',2023-10-01,1,0.29
1050,'406',2023-10-01,1,0.06
1051,'3B6',2023-10-01,2,0.16
1052,'3C9',2023-10-01,1,0.18
1056,'006',2023-10-01,1,0.25
1057,'7S0',2023-10-01,1,0.15
1064,'3C6',2023-10-01,4,0.18
1065,'464',2023-10-01,4,0.25
1067,'3B1',2023-10-01,5,0.24
1071,'7S6',2023-10-01,5,0.22
1075,'961',2023-10-01,4,0.16
1076,'961',2023-10-01,5,0.16
1086,'852',2023-10-01,1,0.08
1087,'3B8',2023-10-01,1,0.2
1088,'7S6',2023-10-01,1,0.25
1090,'007',2023-10-01,5,0.08
1092,'3B7',2023-10-01,1,0.16
1093,'7R6',2023-10-01,4,0.24
1094,'852',2023-10-01,4,0.08
1095,'961',2023-10-01,1,0.16
1096,'7S0',2023-10-01,4,0.15
1097,'234',2023-10-01,5,0.25
1100,'801',2023-10-01,4,0.09
1101,'174',2023-10-01,5,0.09
1102,'917',2023-10-01,5,0.25
1152,'378',2024-01-01,1,0.2
1153,'7S3',2024-01-01,1,0.19
1154,'419',2024-01-01,1,0.12
1155,'827',2024-01-01,1,0.17
1156,'891',2024-01-01,1,0.2
1157,'476',2024-01-01,1,0.16
1158,'477',2024-01-01,1,0.12
1159,'292',2024-01-01,1,0.12
1160,'896',2024-01-01,1,0.21
1161,'432',2024-01-01,1,0.08
1162,'225',2024-01-01,5,0.18
1163,'268',2024-01-01,1,0.16
1164,'968',2024-01-01,1,0.16
1165,'118',2024-01-01,1,0.22
1166,'474',2024-01-01,1,0.16
1167,'470',2024-01-01,1,0.05
1168,'295',2024-01-01,1,0.08
1169,'815',2024-01-01,1,0.11
1170,'460',2024-01-01,1,0.15
1171,'099',2024-01-01,1,0.15
1172,'463',2024-01-01,1,0.05
1173,'007',2024-01-01,1,0.05
1174,'019',2024-01-01,1,0.05
1175,'238',2024-01-01,1,0.05
1176,'3C0',2024-01-01,1,0.1
1177,'214',2024-01-01,1,0.01
1178,'366',2024-01-01,1,0.12
1179,'289',2024-01-01,1,0.0
1180,'008',2024-01-01,1,0.03
1181,'917',2024-01-01,1,0.01
1182,'222',2024-01-01,1,0.01
1183,'001',2024-01-01,1,0.13
1184,'810',2024-01-01,1,0.13
1185,'268',2024-01-01,5,0.27
1186,'968',2024-01-01,5,0.3
1187,'985',2024-01-01,5,0.19
1188,'099',2024-01-01,5,0.26
1189,'955',2024-01-01,5,0.21
1190,'7S4',2024-01-01,5,0.2
1191,'265',2024-01-01,5,0.25
1192,'815',2024-01-01,5,0.1
1193,'118',2024-01-01,5,0.1
1194,'457',2024-01-01,5,0.13
1195,'474',2024-01-01,5,0.2
1196,'185',2024-01-01,5,0.23
1197,'495',2024-01-01,5,0.26
1198,'820',2024-01-01,5,0.26
1199,'444',2024-01-01,5,0.14
1200,'419',2024-01-01,5,0.23
1201,'7R5',2024-01-01,5,0.21
1202,'3B0',2024-01-01,5,0.21
1203,'3C3',2024-01-01,5,0.18
1204,'3B6',2024-01-01,5,0.21
1205,'7R6',2024-01-01,5,0.21
1206,'290',2024-01-01,5,0.24
1207,'875',2024-01-01,5,0.19
1208,'878',2024-01-01,5,0.22
1209,'019',2024-01-01,5,0.12
1210,'877',2024-01-01,5,0.09
1211,'222',2024-01-01,5,0.05
1212,'238',2024-01-01,5,0.08
1213,'366',2024-01-01,5,0.14
1214,'299',2024-01-01,5,0.17
1215,'3C0',2024-01-01,5,0.13
1216,'268',2024-01-01,2,0.27
1217,'968',2024-01-01,2,0.29
1218,'985',2024-01-01,2,0.19
1219,'99',2024-01-01,2,0.24
1220,'955',2024-01-01,2,0.19
1221,'976',2024-01-01,2,0.14
1222,'815',2024-01-01,2,0.1
1223,'826',2024-01-01,2,0.22
1224,'457',2024-01-01,2,0.06
1225,'474',2024-01-01,2,0.19
1226,'495',2024-01-01,2,0.24
1227,'820',2024-01-01,2,0.18
1228,'419',2024-01-01,2,0.18
1229,'290',2024-01-01,2,0.23
1230,'1',2024-01-01,2,0.14
1231,'810',2024-01-01,2,0.14
1232,'177',2024-01-01,2,0.19
1233,'5',2024-01-01,2,0.19
1234,'6',2024-01-01,2,0.22
1235,'878',2024-01-01,2,0.17
1236,'3D0',2024-01-01,2,0.2
1237,'7T0',2024-01-01,2,0.21
1238,'19',2024-01-01,2,0.12
1239,'877',2024-01-01,2,0.09
1240,'236',2024-01-01,2,0.09
1241,'8',2024-01-01,2,0.09
1242,'917',2024-01-01,2,0.05
1243,'222',2024-01-01,2,0.03
1244,'238',2024-01-01,2,0.08
1245,'117',2024-01-01,2,0.05
1246,'366',2024-01-01,2,0.12
1247,'299',2024-01-01,2,0.09
1248,'117',2024-01-01,2,0.05
1249,'117',2024-01-01,2,0.05
1250,'117',2024-01-01,2,0.05
1251,'117',2024-01-01,2,0.05
1252,'276',2024-01-01,4,0.08
1253,'976',2024-01-01,4,0.08
1254,'985',2024-01-01,4,0.1
1255,'915',2024-01-01,4,0.12
1256,'435',2024-01-01,4,0.05
1257,'815',2024-01-01,4,0.05
1258,'849',2024-01-01,4,0.05
1259,'406',2024-01-01,4,0.05
1260,'843',2024-01-01,4,0.04
1261,'956',2024-01-01,4,0.2
1262,'6W9',2024-01-01,4,0.25
1263,'001',2024-01-01,4,0.15
1264,'810',2024-01-01,4,0.15
1265,'3C1',2024-01-01,4,0.12
1266,'253',2024-01-01,4,0.08
1267,'236',2024-01-01,4,0.07
1268,'3C0',2024-01-01,4,0.08
1269,'289',2024-01-01,4,0.06
1270,'7S4',2024-01-01,5,0.2
1271,'3C5',2024-01-01,2,0.2
1272,'3C4',2024-01-01,4,0.07
1273,'3C5',2024-01-01,4,0.06
1274,'921',2024-01-01,1,0.09
1275,'921',2024-01-01,5,0.09
1276,'921',2024-01-01,2,0.09
1277,'404',2024-01-01,1,0.03
1278,'404',2024-01-01,5,0.03
1279,'214',2024-01-01,5,0.01
1280,'214',2024-01-01,2,0.01
1281,'008',2024-01-01,5,0.12
1282,'3C0',2024-01-01,2,0.3
1283,'236',2024-01-01,5,0.07
1284,'876',2024-01-01,5,0.08
1285,'117',2024-01-01,5,0.06
1286,'117',2024-01-01,5,0.06
1287,'117',2024-01-01,5,0.06
1288,'117',2024-01-01,5,0.06
1289,'117',2024-01-01,5,0.06
1290,'006',2024-01-01,5,0.25
1291,'970',2024-01-01,5,0.12
1292,'970',2024-01-01,2,0.12
1293,'970',2024-01-01,1,0.12
1294,'869',2024-01-01,1,0.09
1295,'813',2024-01-01,1,0.12
1296,'813',2024-01-01,5,0.12
1297,'813',2024-01-01,2,0.12
1298,'464',2024-01-01,1,0.25
1299,'276',2024-01-01,1,0.1
1300,'276',2024-01-01,5,0.1
1301,'276',2024-01-01,2,0.1
1302,'005',2024-01-01,1,0.12
1303,'005',2024-01-01,5,0.12
1304,'868',2024-01-01,1,0.08
1305,'857',2024-01-01,5,0.08
1306,'857',2024-01-01,2,0.08
1307,'868',2024-01-01,4,0.08
1308,'807',2024-01-01,5,0.34
1309,'935',2024-01-01,5,0.34
1310,'935',2024-01-01,2,0.34
1311,'3D0',2024-01-01,1,0.21
1312,'264',2024-01-01,1,0.08
1313,'455',2024-01-01,1,0.08
1314,'264',2024-01-01,5,0.08
1315,'264',2024-01-01,2,0.08
1316,'861',2024-01-01,1,0.15
1317,'861',2024-01-01,5,0.15
1318,'861',2024-01-01,2,0.15
1319,'861',2024-01-01,4,0.15
1320,'435',2024-01-01,1,0.13
1321,'435',2024-01-01,5,0.13
1322,'435',2024-01-01,2,0.13
1323,'849',2024-01-01,2,0.17
1324,'849',2024-01-01,1,0.17
1325,'849',2024-01-01,5,0.17
1326,'976',2024-01-01,1,0.06
1327,'7T0',2024-01-01,1,0.25
1328,'3D0',2024-01-01,5,0.25
1329,'7T0',2024-01-01,5,0.25
1330,'871',2024-01-01,1,0.22
1331,'871',2024-01-01,5,0.22
1332,'871',2024-01-01,2,0.22
1333,'826',2024-01-01,1,0.26
1334,'160',2024-01-01,1,0.09
1335,'160',2024-01-01,5,0.09
1336,'160',2024-01-01,2,0.09
1337,'7S5',2024-01-01,1,0.17
1338,'466',2024-01-01,1,0.15
1339,'466',2024-01-01,5,0.15
1340,'466',2024-01-01,2,0.15
1341,'976',2024-01-01,5,0.09
1342,'807',2024-01-01,1,0.08
1343,'807',2024-01-01,2,0.08
1344,'225',2024-01-01,1,0.19
1345,'225',2024-01-01,2,0.19
1346,'3C5',2024-01-01,1,0.15
1347,'3C5',2024-01-01,5,0.15
1348,'177',2024-01-01,1,0.04
1349,'177',2024-01-01,5,0.04
1350,'475',2024-01-01,1,0.23
1351,'475',2024-01-01,5,0.23
1352,'475',2024-01-01,2,0.23
1353,'875',2024-01-01,2,0.06
1354,'881',2024-01-01,1,0.17
1355,'881',2024-01-01,5,0.17
1356,'881',2024-01-01,2,0.17
1357,'7S4',2024-01-01,1,0.1
1358,'7S4',2024-01-01,1,0.1
1359,'7S4',2024-01-01,2,0.1
1360,'7S4',2024-01-01,2,0.1
1361,'226',2024-01-01,1,0.1
1362,'826',2024-01-01,5,0.09
1363,'925',2024-01-01,1,0.26
1364,'882',2024-01-01,1,0.08
1365,'955',2024-01-01,1,0.1
1366,'466',2024-01-01,4,0.11
1367,'7S5',2024-01-01,5,0.18
1368,'7S5',2024-01-01,2,0.18
1369,'456',2024-01-01,1,0.11
1370,'812',2024-01-01,1,0.22
1371,'812',2024-01-01,5,0.22
1372,'812',2024-01-01,2,0.22
1373,'3C4',2024-01-01,1,0.12
1374,'3C4',2024-01-01,5,0.12
1375,'3C4',2024-01-01,2,0.12
1376,'7S1',2024-01-01,1,0.13
1377,'224',2024-01-01,1,0.17
1378,'900',2024-01-01,1,0.17
1379,'900',2024-01-01,4,0.17
1380,'3C1',2024-01-01,1,0.19
1381,'7S1',2024-01-01,5,0.08
1382,'7S1',2024-01-01,2,0.08
1383,'7S1',2024-01-01,4,0.08
1384,'3C1',2024-01-01,5,0.14
1385,'3C1',2024-01-01,2,0.14
1386,'915',2024-01-01,1,0.17
1387,'7S4',2024-01-01,4,0.12
1388,'444',2024-01-01,1,0.22
1389,'444',2024-01-01,2,0.22
1390,'441',2024-01-01,1,0.2
1391,'3B3',2024-01-01,1,0.35
1392,'843',2024-01-01,1,0.26
1393,'7R6',2024-01-01,1,0.24
1394,'7R6',2024-01-01,2,0.24
1395,'7R1',2024-01-01,1,0.24
1396,'439',2024-01-01,1,0.09
1397,'7R3',2024-01-01,4,0.26
1398,'3C3',2024-01-01,1,0.23
1399,'245',2024-01-01,1,0.31
1400,'7S5',2024-01-01,4,0.08
1401,'3B0',2024-01-01,2,0.3
1402,'7R0',2024-01-01,5,0.26
1403,'7R0',2024-01-01,2,0.26
1404,'3B1',2024-01-01,1,0.24
1405,'7R1',2024-01-01,4,0.05
1406,'3B5',2024-01-01,5,0.28
1407,'3B5',2024-01-01,2,0.28
1408,'7R5',2024-01-01,1,0.24
1409,'7R5',2024-01-01,2,0.24
1410,'6W9',2024-01-01,1,0.24
1411,'6W9',2024-01-01,5,0.24
1412,'6W9',2024-01-01,2,0.24
1413,'3D4',2024-01-01,1,0.22
1414,'3D4',2024-01-01,5,0.22
1415,'3D4',2024-01-01,2,0.22
1416,'3D4',2024-01-01,4,0.25
1424,'879',2024-01-01,2,0.31
1425,'879',2024-01-01,5,0.31
1427,'909',2024-01-01,2,0.1
1428,'909',2024-01-01,5,0.1
1432,'7S6',2024-01-01,4,0.22
1433,'006',2024-01-01,2,0.25
1436,'3C6',2024-01-01,1,0.18
1438,'005',2024-01-01,2,0.12
1439,'7S0',2024-01-01,2,0.15
1441,'7T1',2024-01-01,1,0.29
1445,'7S3',2024-01-01,4,0.08
1446,'7R3',2024-01-01,1,0.26
1449,'3D1',2024-01-01,1,0.29
1450,'406',2024-01-01,1,0.06
1451,'3B6',2024-01-01,2,0.16
1452,'3C9',2024-01-01,1,0.18
1456,'006',2024-01-01,1,0.25
1457,'7S0',2024-01-01,1,0.15
1464,'3C6',2024-01-01,4,0.18
1465,'464',2024-01-01,4,0.25
1467,'3B1',2024-01-01,5,0.24
1471,'7S6',2024-01-01,5,0.22
1475,'961',2024-01-01,4,0.16
1476,'961',2024-01-01,5,0.16
1486,'852',2024-01-01,1,0.08
1487,'3B8',2024-01-01,1,0.2
1488,'7S6',2024-01-01,1,0.25
1490,'007',2024-01-01,5,0.08
1492,'3B7',2024-01-01,1,0.16
1493,'7R6',2024-01-01,4,0.24
1494,'852',2024-01-01,4,0.08
1495,'961',2024-01-01,1,0.16
1496,'7S0',2024-01-01,4,0.15
1497,'234',2024-01-01,5,0.25
1500,'801',2024-01-01,4,0.09
1501,'174',2024-01-01,5,0.09
1502,'917',2024-01-01,5,0.25
266,'7S4',2023-09-01,4,0.12
268,'7S5',2023-09-01,4,0.02
269,'976',2023-09-01,4,0.09
270,'985',2023-09-01,4,0.1
278,'7S1',2023-09-01,4,0.03
280,'7S6',2023-09-01,4,0.22
283,'236',2023-09-01,4,0.07
284,'466',2023-09-01,4,0.11
291,'7R1',2023-09-01,4,0.05
292,'3D4',2023-09-01,4,0.25
293,'7S3',2023-09-01,4,0.08
296,'7R3',2023-09-01,4,0.15
297,'435',2023-09-01,4,0.12
302,'956',2023-09-01,4,0.2
303,'3C1',2023-09-01,4,0.13
617,'7S4',2023-12-01,4,0.12
619,'7S5',2023-12-01,4,0.02
620,'976',2023-12-01,4,0.09
621,'985',2023-12-01,4,0.1
629,'7S1',2023-12-01,4,0.03
631,'7S6',2023-12-01,4,0.22
634,'236',2023-12-01,4,0.07
635,'466',2023-12-01,4,0.11
642,'7R1',2023-12-01,4,0.05
643,'3D4',2023-12-01,4,0.25
644,'7S3',2023-12-01,4,0.08
647,'7R3',2023-12-01,4,0.15
648,'435',2023-12-01,4,0.12
653,'956',2023-12-01,4,0.2
654,'3C1',2023-12-01,4,0.13
1017,'7S4',2023-10-01,4,0.12
1019,'7S5',2023-10-01,4,0.02
1020,'976',2023-10-01,4,0.09
1021,'985',2023-10-01,4,0.1
1029,'7S1',2023-10-01,4,0.03
1031,'7S6',2023-10-01,4,0.22
1034,'236',2023-10-01,4,0.07
1035,'466',2023-10-01,4,0.11
1042,'7R1',2023-10-01,4,0.05
1043,'3D4',2023-10-01,4,0.25
1044,'7S3',2023-10-01,4,0.08
1047,'7R3',2023-10-01,4,0.15
1048,'435',2023-10-01,4,0.12
1053,'956',2023-10-01,4,0.2
1054,'3C1',2023-10-01,4,0.13
1417,'7S4',2024-01-01,4,0.12
1419,'7S5',2024-01-01,4,0.02
1420,'976',2024-01-01,4,0.09
1421,'985',2024-01-01,4,0.1
1429,'7S1',2024-01-01,4,0.03
1431,'7S6',2024-01-01,4,0.22
1434,'236',2024-01-01,4,0.07
1435,'466',2024-01-01,4,0.11
1442,'7R1',2024-01-01,4,0.05
1443,'3D4',2024-01-01,4,0.25
1444,'7S3',2024-01-01,4,0.08
1447,'7R3',2024-01-01,4,0.15
1448,'435',2024-01-01,4,0.12
1453,'956',2024-01-01,4,0.2
1454,'3C1',2024-01-01,4,0.13
267,'7S4',2023-09-01,2,0.1
271,'985',2023-09-01,2,0.1
272,'3B4',2023-09-01,2,0.2
275,'813',2023-09-01,2,0.12
279,'875',2023-09-01,2,0.06
286,'3C6',2023-09-01,2,0.18
289,'7S0',2023-09-01,2,0.15
304,'3C1',2023-09-01,2,0.14
307,'7S1',2023-09-01,2,0.08
308,'861',2023-09-01,2,0.15
309,'826',2023-09-01,2,0.26
310,'812',2023-09-01,2,0.22
311,'871',2023-09-01,2,0.22
312,'857',2023-09-01,2,0.08
315,'3B1',2023-09-01,2,0.24
317,'466',2023-09-01,2,0.15
318,'406',2023-09-01,2,0.06
319,'7S6',2023-09-01,2,0.22
321,'475',2023-09-01,2,0.23
322,'921',2023-09-01,2,0.09
323,'970',2023-09-01,2,0.12
326,'961',2023-09-01,2,0.16
327,'234',2023-09-01,2,0.25
328,'008',2023-09-01,2,0.12
329,'005',2023-09-01,2,0.12
330,'968',2023-09-01,2,0.34
331,'955',2023-09-01,2,0.34
332,'807',2023-09-01,2,0.34
333,'807',2023-09-01,2,0.34
334,'807',2023-09-01,2,0.34
338,'3B8',2023-09-01,2,0.2
340,'6W9',2023-09-01,2,0.24
347,'404',2023-09-01,2,0.03
348,'276',2023-09-01,2,0.1
618,'7S4',2023-12-01,2,0.1
622,'985',2023-12-01,2,0.1
623,'3B4',2023-12-01,2,0.2
626,'813',2023-12-01,2,0.12
630,'875',2023-12-01,2,0.06
637,'3C6',2023-12-01,2,0.18
640,'7S0',2023-12-01,2,0.15
655,'3C1',2023-12-01,2,0.14
658,'7S1',2023-12-01,2,0.08
659,'861',2023-12-01,2,0.15
660,'826',2023-12-01,2,0.26
661,'812',2023-12-01,2,0.22
662,'871',2023-12-01,2,0.22
663,'857',2023-12-01,2,0.08
666,'3B1',2023-12-01,2,0.24
668,'466',2023-12-01,2,0.15
669,'406',2023-12-01,2,0.06
670,'7S6',2023-12-01,2,0.22
672,'475',2023-12-01,2,0.23
673,'921',2023-12-01,2,0.09
674,'970',2023-12-01,2,0.12
677,'961',2023-12-01,2,0.16
678,'234',2023-12-01,2,0.25
679,'008',2023-12-01,2,0.12
680,'005',2023-12-01,2,0.12
681,'968',2023-12-01,2,0.34
682,'955',2023-12-01,2,0.34
683,'807',2023-12-01,2,0.34
684,'807',2023-12-01,2,0.34
685,'807',2023-12-01,2,0.34
689,'3B8',2023-12-01,2,0.2
691,'6W9',2023-12-01,2,0.24
698,'404',2023-12-01,2,0.03
699,'276',2023-12-01,2,0.1
1018,'7S4',2023-10-01,2,0.1
1022,'985',2023-10-01,2,0.1
1023,'3B4',2023-10-01,2,0.2
1026,'813',2023-10-01,2,0.12
1030,'875',2023-10-01,2,0.06
1037,'3C6',2023-10-01,2,0.18
1040,'7S0',2023-10-01,2,0.15
1055,'3C1',2023-10-01,2,0.14
1058,'7S1',2023-10-01,2,0.08
1059,'861',2023-10-01,2,0.15
1060,'826',2023-10-01,2,0.26
1061,'812',2023-10-01,2,0.22
1062,'871',2023-10-01,2,0.22
1063,'857',2023-10-01,2,0.08
1066,'3B1',2023-10-01,2,0.24
1068,'466',2023-10-01,2,0.15
1069,'406',2023-10-01,2,0.06
1070,'7S6',2023-10-01,2,0.22
1072,'475',2023-10-01,2,0.23
1073,'921',2023-10-01,2,0.09
1074,'970',2023-10-01,2,0.12
1077,'961',2023-10-01,2,0.16
1078,'234',2023-10-01,2,0.25
1079,'008',2023-10-01,2,0.12
1080,'005',2023-10-01,2,0.12
1081,'968',2023-10-01,2,0.34
1082,'955',2023-10-01,2,0.34
1083,'807',2023-10-01,2,0.34
1084,'807',2023-10-01,2,0.34
1085,'807',2023-10-01,2,0.34
1089,'3B8',2023-10-01,2,0.2
1091,'6W9',2023-10-01,2,0.24
1098,'404',2023-10-01,2,0.03
1099,'276',2023-10-01,2,0.1
1418,'7S4',2024-01-01,2,0.1
1422,'985',2024-01-01,2,0.1
1423,'3B4',2024-01-01,2,0.2
1426,'813',2024-01-01,2,0.12
1430,'875',2024-01-01,2,0.06
1437,'3C6',2024-01-01,2,0.18
1440,'7S0',2024-01-01,2,0.15
1455,'3C1',2024-01-01,2,0.14
1458,'7S1',2024-01-01,2,0.08
1459,'861',2024-01-01,2,0.15
1460,'826',2024-01-01,2,0.26
1461,'812',2024-01-01,2,0.22
1462,'871',2024-01-01,2,0.22
1463,'857',2024-01-01,2,0.08
1466,'3B1',2024-01-01,2,0.24
1468,'466',2024-01-01,2,0.15
1469,'406',2024-01-01,2,0.06
1470,'7S6',2024-01-01,2,0.22
1472,'475',2024-01-01,2,0.23
1473,'921',2024-01-01,2,0.09
1474,'970',2024-01-01,2,0.12
1477,'961',2024-01-01,2,0.16
1478,'234',2024-01-01,2,0.25
1479,'008',2024-01-01,2,0.12
1480,'005',2024-01-01,2,0.12
1481,'968',2024-01-01,2,0.34
1482,'955',2024-01-01,2,0.34
1483,'807',2024-01-01,2,0.34
1484,'807',2024-01-01,2,0.34
1485,'807',2024-01-01,2,0.34
1489,'3B8',2024-01-01,2,0.2
1491,'6W9',2024-01-01,2,0.24
1498,'404',2024-01-01,2,0.03
1499,'276',2024-01-01,2,0.1
