'order_no','aopmargin','booking_margin_percentage_after_surcharge','ctry_code','date','dealer_net','dealer_net_after_surcharge','margin_after_surcharge','margin_percentage_after_surcharge','netrevenue','quantity','serial_number','series','total_cost','currency','modelcode','region','product','dealer'
H20548,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08827X,A3D4,530.91,USD,MPC15,1,250,17
H20549,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08828X,A3D4,530.91,USD,MPC15,1,250,17
H20550,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08829X,A3D4,530.91,USD,MPC15,1,250,17
H20551,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08830X,A3D4,530.91,USD,MPC15,1,250,17
H20552,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08831X,A3D4,530.91,USD,MPC15,1,250,17
H20553,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08832X,A3D4,530.91,USD,MPC15,1,250,17
H20554,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08833X,A3D4,530.91,USD,MPC15,1,250,17
H20555,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08834X,A3D4,530.91,USD,MPC15,1,250,17
H20556,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08835X,A3D4,530.91,USD,MPC15,1,250,17
H20557,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08836X,A3D4,530.91,USD,MPC15,1,250,17
H20558,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08837X,A3D4,530.91,USD,MPC15,1,250,17
H20559,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08838X,A3D4,530.91,USD,MPC15,1,250,17
H20560,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08839X,A3D4,530.91,USD,MPC15,1,250,17
H20561,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08840X,A3D4,530.91,USD,MPC15,1,250,17
H20562,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08841X,A3D4,530.91,USD,MPC15,1,250,17
H20563,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08842X,A3D4,530.91,USD,MPC15,1,250,17
H20564,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08843X,A3D4,530.91,USD,MPC15,1,250,17
H20565,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08844X,A3D4,530.91,USD,MPC15,1,250,17
H22585,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08845X,A3D4,530.91,USD,MPC15,1,250,17
H05907,28,0.38,TH,2023-06-01,1552.8,1552.8,570.3599999999999,0.3673106646058732,1583.51,1,A3D1H01973X,A3D1,982.44,USD,P1.5UT,1,261,29
F92452,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08011X,A3D4,601.88,AUD,MPC15,2,250,6
F92453,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08012X,A3D4,601.88,AUD,MPC15,2,250,6
F92454,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08013X,A3D4,601.88,AUD,MPC15,2,250,6
F92455,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08014X,A3D4,601.88,AUD,MPC15,2,250,6
F92456,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08015X,A3D4,601.88,AUD,MPC15,2,250,6
F92457,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08016X,A3D4,601.88,AUD,MPC15,2,250,6
F92458,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08017X,A3D4,601.88,AUD,MPC15,2,250,6
F92459,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08018X,A3D4,601.88,AUD,MPC15,2,250,6
F92460,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08019X,A3D4,601.88,AUD,MPC15,2,250,6
F92461,217,0.355,AU,2023-05-28,1712.0,1712.0,1110.12,0.6484345794392523,978.6000000000001,1,A3D4M08020X,A3D4,601.88,AUD,MPC15,2,250,6
H11182,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04609X,A7R1,3066.3,USD,MP20XUX,1,237,11
H11183,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04610X,A7R1,3066.3,USD,MP20XUX,1,237,11
H11184,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04611X,A7R1,3066.3,USD,MP20XUX,1,237,11
H11185,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04612X,A7R1,3066.3,USD,MP20XUX,1,237,11
H11186,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04613X,A7R1,3066.3,USD,MP20XUX,1,237,11
H11187,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04614X,A7R1,3066.3,USD,MP20XUX,1,237,11
H11188,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04615X,A7R1,3066.3,USD,MP20XUX,1,237,11
H11189,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04616X,A7R1,3066.3,USD,MP20XUX,1,237,11
H11190,44,0.396,VN,2023-05-25,4980.2,4980.2,1913.8999999999996,0.3843018352676599,5005.2,1,A7R1H04617X,A7R1,3066.3,USD,MP20XUX,1,237,11
H21629,44,0.3959139821280302,VN,2023-05-25,4980.2,4980.2,1914.8799999999997,0.3844986145134733,5005.2,1,A7R1H04650X,A7R1,3065.32,USD,MP20XUX,1,237,11
H23341,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08855X,A3D4,597.01,USD,MPC15,1,250,27
H23342,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08856X,A3D4,597.01,USD,MPC15,1,250,27
H23343,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08857X,A3D4,597.01,USD,MPC15,1,250,27
H23344,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08858X,A3D4,597.01,USD,MPC15,1,250,27
H23345,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08859X,A3D4,597.01,USD,MPC15,1,250,27
H23346,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08860X,A3D4,597.01,USD,MPC15,1,250,27
H23347,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08861X,A3D4,597.01,USD,MPC15,1,250,27
H23348,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08862X,A3D4,597.01,USD,MPC15,1,250,27
H23349,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08863X,A3D4,597.01,USD,MPC15,1,250,27
H23350,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08864X,A3D4,597.01,USD,MPC15,1,250,27
H23351,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08865X,A3D4,597.01,USD,MPC15,1,250,27
H23352,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08866X,A3D4,597.01,USD,MPC15,1,250,27
H23353,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08867X,A3D4,597.01,USD,MPC15,1,250,27
H23354,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08868X,A3D4,597.01,USD,MPC15,1,250,27
H23355,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08869X,A3D4,597.01,USD,MPC15,1,250,27
H23356,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08870X,A3D4,597.01,USD,MPC15,1,250,27
H23357,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08871X,A3D4,597.01,USD,MPC15,1,250,27
H23358,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08872X,A3D4,597.01,USD,MPC15,1,250,27
H23359,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08873X,A3D4,597.01,USD,MPC15,1,250,27
H23360,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08874X,A3D4,597.01,USD,MPC15,1,250,27
H23361,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08875X,A3D4,597.01,USD,MPC15,1,250,27
H23362,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08876X,A3D4,597.01,USD,MPC15,1,250,27
H23363,29,0.10167802934852077,TH,2023-05-22,777.7,777.7,180.69000000000005,0.23233894818053238,812.7,1,A3D4M08877X,A3D4,597.01,USD,MPC15,1,250,27
H23364,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08878X,A3D4,597.01,USD,MPC15,1,250,27
H23365,29,0.1324372427626882,TH,2023-05-22,863.7,863.7,171.1400000000001,0.19814750492069017,898.7,1,A3D4M08879X,A3D4,692.56,USD,MPC15,1,250,27
H23367,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08881X,A3D4,597.01,USD,MPC15,1,250,27
H23368,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08882X,A3D4,597.01,USD,MPC15,1,250,27
H23369,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08883X,A3D4,597.01,USD,MPC15,1,250,27
H23370,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08884X,A3D4,597.01,USD,MPC15,1,250,27
H23371,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08885X,A3D4,597.01,USD,MPC15,1,250,27
H23372,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08886X,A3D4,597.01,USD,MPC15,1,250,27
H23373,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08887X,A3D4,597.01,USD,MPC15,1,250,27
H23374,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08888X,A3D4,597.01,USD,MPC15,1,250,27
H23375,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08889X,A3D4,597.01,USD,MPC15,1,250,27
H23376,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08890X,A3D4,597.01,USD,MPC15,1,250,27
H23377,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08891X,A3D4,597.01,USD,MPC15,1,250,27
H23378,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08892X,A3D4,597.01,USD,MPC15,1,250,27
H23379,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08893X,A3D4,597.01,USD,MPC15,1,250,27
H23380,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08894X,A3D4,597.01,USD,MPC15,1,250,27
H23381,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08895X,A3D4,597.01,USD,MPC15,1,250,27
H23382,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08896X,A3D4,597.01,USD,MPC15,1,250,27
H23383,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08897X,A3D4,597.01,USD,MPC15,1,250,27
H23384,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08898X,A3D4,597.01,USD,MPC15,1,250,27
H23385,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08899X,A3D4,597.01,USD,MPC15,1,250,27
H23386,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08900X,A3D4,597.01,USD,MPC15,1,250,27
H23387,29,0.10364848622281786,TH,2023-05-22,727.7,727.7,130.69000000000005,0.17959323897210394,762.7,1,A3D4M08901X,A3D4,597.01,USD,MPC15,1,250,27
H23388,29,0.1324372427626882,TH,2023-05-22,863.7,863.7,171.1400000000001,0.19814750492069017,898.7,1,A3D4M08902X,A3D4,692.56,USD,MPC15,1,250,27
H23389,29,0.1324372427626882,TH,2023-05-22,863.7,863.7,171.1400000000001,0.19814750492069017,898.7,1,A3D4M08903X,A3D4,692.56,USD,MPC15,1,250,27
H23390,29,0.1324372427626882,TH,2023-05-22,863.7,863.7,171.1400000000001,0.19814750492069017,898.7,1,A3D4M08904X,A3D4,692.56,USD,MPC15,1,250,27
H08060,44,0.394,TH,2023-05-23,5362.15,5362.15,1654.3899999999994,0.30853109293846676,5437.15,1,A7R1H04607X,A7R1,3707.76,USD,MP20XUX,1,237,27
H14519,44,0.362,TH,2023-05-23,5098.9,5098.9,1392.1199999999994,0.2730235933240502,5173.9,1,A7R1H04631X,A7R1,3706.78,USD,MP20XUX,1,237,27
H14520,44,0.362,TH,2023-05-23,5098.9,5098.9,1392.1199999999994,0.2730235933240502,5173.9,1,A7R1H04632X,A7R1,3706.78,USD,MP20XUX,1,237,27
H14521,44,0.362,TH,2023-05-23,5098.9,5098.9,1391.1399999999994,0.27283139500676606,5173.9,1,A7R1H04633X,A7R1,3707.76,USD,MP20XUX,1,237,27
H14522,44,0.362,TH,2023-05-23,5098.9,5098.9,1391.1399999999994,0.27283139500676606,5173.9,1,A7R1H04634X,A7R1,3707.76,USD,MP20XUX,1,237,27
H14523,44,0.362,TH,2023-05-23,5098.9,5098.9,1391.1399999999994,0.27283139500676606,5173.9,1,A7R1H04635X,A7R1,3707.76,USD,MP20XUX,1,237,27
H14524,44,0.362,TH,2023-05-23,5098.9,5098.9,1391.1399999999994,0.27283139500676606,5173.9,1,A7R1H04636X,A7R1,3707.76,USD,MP20XUX,1,237,27
H14525,44,0.362,TH,2023-05-23,5098.9,5098.9,1391.1399999999994,0.27283139500676606,5173.9,1,A7R1H04637X,A7R1,3707.76,USD,MP20XUX,1,237,27
H14526,44,0.362,TH,2023-05-23,5098.9,5098.9,1391.1399999999994,0.27283139500676606,5173.9,1,A7R1H04638X,A7R1,3707.76,USD,MP20XUX,1,237,27
H14527,44,0.362,TH,2023-05-23,5098.9,5098.9,1391.1399999999994,0.27283139500676606,5173.9,1,A7R1H04639X,A7R1,3707.76,USD,MP20XUX,1,237,27
H01371,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04560X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01372,44,0.055,IN,2023-05-21,2910.55,2910.55,286.5100000000002,0.0984384394702033,2910.55,1,A7R1H04556X,A7R1,2624.04,USD,MP20XUX,1,237,9
H01373,44,0.055,IN,2023-05-21,2910.55,2910.55,286.5100000000002,0.0984384394702033,2910.55,1,A7R1H04557X,A7R1,2624.04,USD,MP20XUX,1,237,9
H01374,44,0.055,IN,2023-05-21,2910.55,2910.55,286.5100000000002,0.0984384394702033,2910.55,1,A7R1H04558X,A7R1,2624.04,USD,MP20XUX,1,237,9
H01375,44,0.055,IN,2023-05-21,2910.55,2910.55,286.5100000000002,0.0984384394702033,2910.55,1,A7R1H04559X,A7R1,2624.04,USD,MP20XUX,1,237,9
H01377,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04561X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01378,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04562X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01379,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04563X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01380,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04564X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01381,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04565X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01382,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04566X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01383,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04567X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01384,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04568X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01385,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04569X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01386,44,0.055,IN,2023-05-21,2910.55,2910.55,272.72000000000025,0.09370050334129297,2910.55,1,A7R1H04570X,A7R1,2637.83,USD,MP20XUX,1,237,9
H01387,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04571X,A7R1,2636.84,USD,MP20XUX,1,237,9
H01388,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04572X,A7R1,2636.84,USD,MP20XUX,1,237,9
H01389,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04573X,A7R1,2636.84,USD,MP20XUX,1,237,9
H01390,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04574X,A7R1,2636.84,USD,MP20XUX,1,237,9
H01391,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04575X,A7R1,2636.84,USD,MP20XUX,1,237,9
H01392,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04576X,A7R1,2636.84,USD,MP20XUX,1,237,9
H01393,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04577X,A7R1,2636.84,USD,MP20XUX,1,237,9
H01394,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04578X,A7R1,2636.84,USD,MP20XUX,1,237,9
H01395,44,0.055,IN,2023-05-21,2910.55,2910.55,273.71000000000004,0.09404064523887239,2910.55,1,A7R1H04579X,A7R1,2636.84,USD,MP20XUX,1,237,9
F93047,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08051X,A3D4,600.96,AUD,MPC15,2,250,31
F93048,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08052X,A3D4,600.96,AUD,MPC15,2,250,31
F93049,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08053X,A3D4,600.96,AUD,MPC15,2,250,31
F93050,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08054X,A3D4,600.96,AUD,MPC15,2,250,31
F93051,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08055X,A3D4,600.96,AUD,MPC15,2,250,31
F93052,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08056X,A3D4,600.96,AUD,MPC15,2,250,31
F93053,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08057X,A3D4,600.96,AUD,MPC15,2,250,31
F93054,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08058X,A3D4,600.96,AUD,MPC15,2,250,31
F93055,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08059X,A3D4,600.96,AUD,MPC15,2,250,31
F93056,217,0.255,AU,2023-05-15,1485.05,1485.05,884.0899999999999,0.5953267566748593,978.6000000000001,1,A3D4M08060X,A3D4,600.96,AUD,MPC15,2,250,31
F93628,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08061X,A3D4,601.88,AUD,MPC15,2,250,24
F93629,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08062X,A3D4,601.88,AUD,MPC15,2,250,24
F93630,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08063X,A3D4,601.88,AUD,MPC15,2,250,24
F93631,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08064X,A3D4,601.88,AUD,MPC15,2,250,24
F93632,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08065X,A3D4,601.88,AUD,MPC15,2,250,24
F93633,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08066X,A3D4,601.88,AUD,MPC15,2,250,24
F93634,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08067X,A3D4,601.88,AUD,MPC15,2,250,24
F93635,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08068X,A3D4,601.88,AUD,MPC15,2,250,24
F93636,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08069X,A3D4,601.88,AUD,MPC15,2,250,24
F93637,217,0.313,AU,2023-05-15,1610.0,1610.0,1008.12,0.6261614906832298,1060.94,1,A3D4M08070X,A3D4,601.88,AUD,MPC15,2,250,24
F92443,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08002X,A3D4,601.88,AUD,MPC15,2,250,6
F92444,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08003X,A3D4,601.88,AUD,MPC15,2,250,6
F92445,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08004X,A3D4,601.88,AUD,MPC15,2,250,6
F92446,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08005X,A3D4,601.88,AUD,MPC15,2,250,6
F92447,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08006X,A3D4,601.88,AUD,MPC15,2,250,6
F92448,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08007X,A3D4,601.88,AUD,MPC15,2,250,6
F92449,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08008X,A3D4,601.88,AUD,MPC15,2,250,6
F92450,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08009X,A3D4,601.88,AUD,MPC15,2,250,6
F92451,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,1091.3000000000002,1,A3D4M08010X,A3D4,601.88,AUD,MPC15,2,250,6
F92462,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08021X,A3D4,601.88,AUD,MPC15,2,250,6
F92463,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08022X,A3D4,601.88,AUD,MPC15,2,250,6
F92464,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08023X,A3D4,601.88,AUD,MPC15,2,250,6
F92465,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08024X,A3D4,601.88,AUD,MPC15,2,250,6
F92466,217,0.355,AU,2023-05-15,1712.0,1712.0,1110.12,0.6484345794392523,978.56,1,A3D4M08025X,A3D4,601.88,AUD,MPC15,2,250,6
