'order_no','aopmargin','booking_margin_percentage_after_surcharge','ctry_code','date','dealer_net','dealer_net_after_surcharge','margin_after_surcharge','margin_percentage_after_surcharge','netrevenue','quantity','serial_number','series','total_cost','currency','modelcode','region','product','dealer'
H23188,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13855X,A6W9,562.44,AUD,PC1.5,2,251,24
H23189,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13856X,A6W9,562.44,AUD,PC1.5,2,251,24
H23190,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13857X,A6W9,562.44,AUD,PC1.5,2,251,24
H23191,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13858X,A6W9,562.44,AUD,PC1.5,2,251,24
H23192,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13859X,A6W9,562.44,AUD,PC1.5,2,251,24
H23193,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13860X,A6W9,562.44,AUD,PC1.5,2,251,24
H23194,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13861X,A6W9,562.44,AUD,PC1.5,2,251,24
H23195,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13862X,A6W9,562.44,AUD,PC1.5,2,251,24
H23196,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13863X,A6W9,562.44,AUD,PC1.5,2,251,24
H23197,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13864X,A6W9,562.44,AUD,PC1.5,2,251,24
H23198,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13865X,A6W9,562.44,AUD,PC1.5,2,251,24
H23199,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13866X,A6W9,562.44,AUD,PC1.5,2,251,24
H23200,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13867X,A6W9,562.44,AUD,PC1.5,2,251,24
H23201,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13868X,A6W9,562.44,AUD,PC1.5,2,251,24
H23202,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13869X,A6W9,562.44,AUD,PC1.5,2,251,24
H23204,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13870X,A6W9,562.44,AUD,PC1.5,2,251,24
H23206,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13871X,A6W9,562.44,AUD,PC1.5,2,251,24
H23208,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13872X,A6W9,562.44,AUD,PC1.5,2,251,24
H23210,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13873X,A6W9,562.44,AUD,PC1.5,2,251,24
H23310,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13874X,A6W9,562.44,AUD,PC1.5,2,251,5
H23311,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13875X,A6W9,562.44,AUD,PC1.5,2,251,5
H23312,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13876X,A6W9,562.44,AUD,PC1.5,2,251,5
H23313,223,0.13891968781723785,AU,2023-08-18,1282.92,1282.92,720.48,0.5615938639977551,860.4100000000001,1,A6W9M13877X,A6W9,562.44,AUD,PC1.5,2,251,5
H23315,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,714.6700000000001,0.5570651326661055,860.4100000000001,1,A6W9M13939X,A6W9,568.25,AUD,PC1.5,2,251,5
H23316,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,713.6800000000001,0.5562934555545163,860.4100000000001,1,A6W9M13940X,A6W9,569.24,AUD,PC1.5,2,251,5
H23317,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,713.6800000000001,0.5562934555545163,860.4100000000001,1,A6W9M13941X,A6W9,569.24,AUD,PC1.5,2,251,5
H23318,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,713.6800000000001,0.5562934555545163,860.4100000000001,1,A6W9M13942X,A6W9,569.24,AUD,PC1.5,2,251,5
H23319,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,713.6800000000001,0.5562934555545163,860.4100000000001,1,A6W9M13943X,A6W9,569.24,AUD,PC1.5,2,251,5
H23320,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,713.6800000000001,0.5562934555545163,860.4100000000001,1,A6W9M13944X,A6W9,569.24,AUD,PC1.5,2,251,5
H23321,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,713.6800000000001,0.5562934555545163,860.4100000000001,1,A6W9M13945X,A6W9,569.24,AUD,PC1.5,2,251,5
H23322,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,713.6800000000001,0.5562934555545163,860.4100000000001,1,A6W9M13946X,A6W9,569.24,AUD,PC1.5,2,251,5
H23323,223,0.13891968781723785,AU,2023-08-16,1282.92,1282.92,713.6800000000001,0.5562934555545163,860.4100000000001,1,A6W9M13947X,A6W9,569.24,AUD,PC1.5,2,251,5
H42192,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,365.6400000000001,0.34783105022831057,1071.2,1,A3D4M09394X,A3D4,685.56,USD,MPC15,1,250,12
H42193,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,365.6400000000001,0.34783105022831057,1071.2,1,A3D4M09395X,A3D4,685.56,USD,MPC15,1,250,12
H42194,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,365.6400000000001,0.34783105022831057,1071.2,1,A3D4M09396X,A3D4,685.56,USD,MPC15,1,250,12
H42195,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09397X,A3D4,686.54,USD,MPC15,1,250,12
H42196,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09398X,A3D4,686.54,USD,MPC15,1,250,12
H42197,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09399X,A3D4,686.54,USD,MPC15,1,250,12
H42198,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09400X,A3D4,686.54,USD,MPC15,1,250,12
H42199,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09401X,A3D4,686.54,USD,MPC15,1,250,12
H42200,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09402X,A3D4,686.54,USD,MPC15,1,250,12
H42201,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09403X,A3D4,686.54,USD,MPC15,1,250,12
H42202,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09404X,A3D4,686.54,USD,MPC15,1,250,12
H42203,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09405X,A3D4,686.54,USD,MPC15,1,250,12
H42204,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09406X,A3D4,686.54,USD,MPC15,1,250,12
H42205,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09407X,A3D4,686.54,USD,MPC15,1,250,12
H42206,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09408X,A3D4,686.54,USD,MPC15,1,250,12
H42207,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09409X,A3D4,686.54,USD,MPC15,1,250,12
H42209,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09410X,A3D4,686.54,USD,MPC15,1,250,12
H42210,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09411X,A3D4,686.54,USD,MPC15,1,250,12
H42211,29,0.34587216929223963,ID,2023-08-07,1051.2,1051.2,364.6600000000001,0.3468987823439879,1071.2,1,A3D4M09412X,A3D4,686.54,USD,MPC15,1,250,12
F92476,217,0.355,AU,2023-07-31,1712.0,1712.0,1125.36,0.6573364485981308,1678.8600000000001,1,A3D4M08035X,A3D4,586.6400000000001,AUD,MPC15,2,250,6
H26747,25,0.31296944243501457,TH,2023-08-01,11639.4,11639.4,3679.829999999999,0.3161528944790968,11885.999999999998,1,A3C7H01511X,A3C7,7959.570000000001,USD,T6.0UT,1,253,29
H22450,44,0.07183795793381109,IN,2023-08-01,2963.2,2963.2,296.25999999999976,0.09997975161987034,3006.0599999999995,1,A7R1H04651X,A7R1,2666.94,USD,MP20XUX,1,237,9
H23216,223,0.13891968781723785,AU,2023-08-01,1282.92,1282.92,721.37,0.5622875939263555,850.1099999999999,1,A6W9M13878X,A6W9,561.5500000000001,AUD,PC1.5,2,251,21
H23223,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13884X,A6W9,562.43,AUD,PC1.5,2,251,21
H23224,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13885X,A6W9,562.43,AUD,PC1.5,2,251,21
H23225,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13886X,A6W9,562.43,AUD,PC1.5,2,251,21
H23226,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13887X,A6W9,562.43,AUD,PC1.5,2,251,21
H23227,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13888X,A6W9,562.43,AUD,PC1.5,2,251,21
H23228,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13889X,A6W9,562.43,AUD,PC1.5,2,251,21
H23229,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13890X,A6W9,562.43,AUD,PC1.5,2,251,21
H23230,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13891X,A6W9,562.43,AUD,PC1.5,2,251,21
H23231,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13892X,A6W9,562.43,AUD,PC1.5,2,251,21
H23232,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13893X,A6W9,562.43,AUD,PC1.5,2,251,21
H23233,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13894X,A6W9,562.43,AUD,PC1.5,2,251,21
H23234,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13895X,A6W9,562.43,AUD,PC1.5,2,251,21
H23235,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13896X,A6W9,562.43,AUD,PC1.5,2,251,21
H23236,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13897X,A6W9,562.43,AUD,PC1.5,2,251,21
H23237,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13898X,A6W9,562.43,AUD,PC1.5,2,251,21
H23238,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13899X,A6W9,562.43,AUD,PC1.5,2,251,21
H23239,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13900X,A6W9,562.43,AUD,PC1.5,2,251,21
H23240,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13901X,A6W9,562.43,AUD,PC1.5,2,251,21
H23241,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13902X,A6W9,562.43,AUD,PC1.5,2,251,21
H23242,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13903X,A6W9,562.43,AUD,PC1.5,2,251,21
H23243,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13904X,A6W9,562.43,AUD,PC1.5,2,251,21
H23302,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13905X,A6W9,562.43,AUD,PC1.5,2,251,5
H23305,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13906X,A6W9,562.43,AUD,PC1.5,2,251,5
H23306,223,0.13891968781723785,AU,2023-07-27,1282.92,1282.92,720.4900000000001,0.561601658716054,850.1099999999999,1,A6W9M13907X,A6W9,562.43,AUD,PC1.5,2,251,5
F92479,217,0.355,AU,2023-07-27,1712.0,1712.0,1032.76,0.6032476635514019,1722.87,1,A3D4M08038X,A3D4,679.24,AUD,MPC15,2,250,6
F92480,217,0.355,AU,2023-07-27,1712.0,1712.0,303.8499999999999,0.17748247663551397,2451.7799999999997,1,A3D4M08039X,A3D4,1408.15,AUD,MPC15,2,250,6
H26748,25,0.31296944243501457,TH,2023-07-26,11639.4,11639.4,3680.2999999999993,0.3161932745674175,11885.999999999998,1,A3C7H01512X,A3C7,7959.1,USD,T6.0UT,1,253,29
H26749,25,0.31296944243501457,TH,2023-07-26,11639.4,11639.4,3679.3099999999995,0.31610821863669947,11885.999999999998,1,A3C7H01513X,A3C7,7960.09,USD,T6.0UT,1,253,29
H18876,47,0.295,IN,2023-07-17,5587.5,5587.5,1785.4,0.31953467561521254,5630.360000000001,1,A7R6H01596X,A7R6,3802.1,USD,MSL15WUX,1,262,9
H18877,47,0.295,IN,2023-07-17,5587.5,5587.5,1785.4,0.31953467561521254,5630.360000000001,1,A7R6H01597X,A7R6,3802.1,USD,MSL15WUX,1,262,9
H20572,47,0.2512605300996178,IN,2023-07-17,6168.2,6168.2,1874.5900000000001,0.303912000259395,6211.06,1,A7R6H01599X,A7R6,4293.61,USD,MSL15WUX,1,262,9
H22451,44,0.054339407751116786,IN,2023-07-17,2739.2,2739.2,340.73,0.12439033294392525,2782.0599999999995,1,A7R1H04655X,A7R1,2398.47,USD,MP20XUX,1,237,9
H22452,44,0.07183795793381109,IN,2023-07-17,2963.2,2963.2,296.80999999999995,0.10016536177105831,3006.0599999999995,1,A7R1H04652X,A7R1,2666.39,USD,MP20XUX,1,237,9
H22453,44,0.07183795793381109,IN,2023-07-17,2963.2,2963.2,296.80999999999995,0.10016536177105831,3006.0599999999995,1,A7R1H04653X,A7R1,2666.39,USD,MP20XUX,1,237,9
H22454,44,0.07183795793381109,IN,2023-07-17,2963.2,2963.2,296.80999999999995,0.10016536177105831,3006.0599999999995,1,A7R1H04654X,A7R1,2666.39,USD,MP20XUX,1,237,9
F92478,217,0.355,AU,2023-06-30,1712.0,1712.0,-433.6399999999999,-0.2532943925233644,3237.86,1,A3D4M08037X,A3D4,2145.64,AUD,MPC15,2,250,6
F92473,217,0.355,AU,2023-06-30,1712.0,1712.0,757.89,0.4426927570093458,2046.33,1,A3D4M08032X,A3D4,954.11,AUD,MPC15,2,250,6
F92472,217,0.355,AU,2023-06-30,1712.0,1712.0,700.26,0.4090303738317757,2103.96,1,A3D4M08031X,A3D4,1011.74,AUD,MPC15,2,250,6
F92474,217,0.355,AU,2023-06-30,1712.0,1712.0,1120.53,0.6545151869158878,1683.6899999999998,1,A3D4M08033X,A3D4,591.47,AUD,MPC15,2,250,6
F92475,217,0.355,AU,2023-06-30,1712.0,1712.0,913.31,0.5334754672897196,1890.91,1,A3D4M08034X,A3D4,798.69,AUD,MPC15,2,250,6
F92477,217,0.355,AU,2023-06-30,1712.0,1712.0,757.89,0.4426927570093458,2046.33,1,A3D4M08036X,A3D4,954.11,AUD,MPC15,2,250,6
H24142,223,0.3631877153441866,PG,2023-07-04,1263.0,1263.0,230.25,0.1823040380047506,1503.2,1,A6W9M13623X,A6W9,1032.75,USD,PC1.5,2,251,2
F90375,29,0.253,VN,2023-07-04,870.5,870.5,294.28,0.3380585870189546,898.5,1,A3D4M07918X,A3D4,576.22,USD,MPC15,1,250,11
H24143,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,229.56999999999994,0.18176563737133802,1503.2,1,A6W9M13624X,A6W9,1033.43,USD,PC1.5,2,251,2
H24144,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,230.54999999999995,0.18254156769596197,1503.2,1,A6W9M13625X,A6W9,1032.45,USD,PC1.5,2,251,2
H24145,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,230.54999999999995,0.18254156769596197,1503.2,1,A6W9M13626X,A6W9,1032.45,USD,PC1.5,2,251,2
H24146,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,230.54999999999995,0.18254156769596197,1503.2,1,A6W9M13627X,A6W9,1032.45,USD,PC1.5,2,251,2
H24147,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,230.54999999999995,0.18254156769596197,1503.2,1,A6W9M13628X,A6W9,1032.45,USD,PC1.5,2,251,2
H24148,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,230.54999999999995,0.18254156769596197,1503.2,1,A6W9M13629X,A6W9,1032.45,USD,PC1.5,2,251,2
H24149,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,230.54999999999995,0.18254156769596197,1503.2,1,A6W9M13630X,A6W9,1032.45,USD,PC1.5,2,251,2
H24150,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,230.54999999999995,0.18254156769596197,1503.2,1,A6W9M13631X,A6W9,1032.45,USD,PC1.5,2,251,2
H24151,223,0.3631877153441866,PG,2023-06-26,1263.0,1263.0,230.54999999999995,0.18254156769596197,1503.2,1,A6W9M13632X,A6W9,1032.45,USD,PC1.5,2,251,2
H03883,224,0.266,AU,2023-05-31,8985.599999999999,8985.599999999999,5070.939999999999,0.5643407229344729,5921.200000000001,1,A7R0H01601X,A7R0,3914.66,AUD,MP20KUX,2,236,5
H03884,224,0.266,AU,2023-05-31,8985.599999999999,8985.599999999999,5070.739999999998,0.564318465099715,5921.200000000001,1,A7R0H01602X,A7R0,3914.86,AUD,MP20KUX,2,236,5
H20505,29,0.15255944319130132,TW,2023-05-31,1539.4,1539.4,1008.6700000000002,0.6552358061582435,769.7,1,A3D4M08785X,A3D4,530.7299999999999,USD,MPC15,1,250,17
H20506,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08786X,A3D4,529.93,USD,MPC15,1,250,17
H20507,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08787X,A3D4,529.93,USD,MPC15,1,250,17
H20508,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08788X,A3D4,529.93,USD,MPC15,1,250,17
H20509,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08789X,A3D4,529.93,USD,MPC15,1,250,17
H20510,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08790X,A3D4,529.93,USD,MPC15,1,250,17
H20511,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08791X,A3D4,529.93,USD,MPC15,1,250,17
H20512,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08792X,A3D4,529.93,USD,MPC15,1,250,17
H20513,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08793X,A3D4,529.93,USD,MPC15,1,250,17
H20514,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08794X,A3D4,529.93,USD,MPC15,1,250,17
H20515,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08795X,A3D4,529.93,USD,MPC15,1,250,17
H20516,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,239.7700000000001,0.31151097830323515,769.7,1,A3D4M08796X,A3D4,529.93,USD,MPC15,1,250,17
H20517,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08797X,A3D4,530.91,USD,MPC15,1,250,17
H20518,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08798X,A3D4,530.91,USD,MPC15,1,250,17
H20519,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08799X,A3D4,530.91,USD,MPC15,1,250,17
H20520,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08800X,A3D4,530.91,USD,MPC15,1,250,17
H20521,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08801X,A3D4,530.91,USD,MPC15,1,250,17
H20522,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08802X,A3D4,530.91,USD,MPC15,1,250,17
H20523,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08803X,A3D4,530.91,USD,MPC15,1,250,17
H20524,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08804X,A3D4,530.91,USD,MPC15,1,250,17
H20525,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08805X,A3D4,530.91,USD,MPC15,1,250,17
H20526,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08806X,A3D4,530.91,USD,MPC15,1,250,17
H20527,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08807X,A3D4,530.91,USD,MPC15,1,250,17
H20528,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08808X,A3D4,530.91,USD,MPC15,1,250,17
H20529,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08809X,A3D4,530.91,USD,MPC15,1,250,17
H20530,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08810X,A3D4,530.91,USD,MPC15,1,250,17
H20531,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08811X,A3D4,530.91,USD,MPC15,1,250,17
H20532,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08812X,A3D4,530.91,USD,MPC15,1,250,17
H20533,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08813X,A3D4,530.91,USD,MPC15,1,250,17
H20534,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08814X,A3D4,530.91,USD,MPC15,1,250,17
H20536,29,0.15255944319130132,TW,2023-05-31,1539.4,1539.4,1008.4900000000001,0.6551188774847344,769.7,1,A3D4M08815X,A3D4,530.91,USD,MPC15,1,250,17
H20537,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08816X,A3D4,530.91,USD,MPC15,1,250,17
H20538,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08817X,A3D4,530.91,USD,MPC15,1,250,17
H20539,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08818X,A3D4,530.91,USD,MPC15,1,250,17
H20540,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08819X,A3D4,530.91,USD,MPC15,1,250,17
H20541,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08820X,A3D4,530.91,USD,MPC15,1,250,17
H20542,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08821X,A3D4,530.91,USD,MPC15,1,250,17
H20543,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08822X,A3D4,530.91,USD,MPC15,1,250,17
H20544,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08823X,A3D4,530.91,USD,MPC15,1,250,17
H20545,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08824X,A3D4,530.91,USD,MPC15,1,250,17
H20546,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08825X,A3D4,530.91,USD,MPC15,1,250,17
H20547,29,0.15255944319130132,TW,2023-05-31,769.7,769.7,238.79000000000008,0.3102377549694687,769.7,1,A3D4M08826X,A3D4,530.91,USD,MPC15,1,250,17
