'id','file_name','uploaded_time','uuid','uploadedby_id','success','message','path','loading','size','model_type'
7002,U2NyZWVuc2hvdCBmcm9tIDIwMjQtMDMtMjUgMDktNTktMzQucG5n_25032024103117.xlsx,2024-03-25 10:31:17.763,'67a0ba25-7d31-45b4-860d-e67e115f1168',9,false,Invalid file format: U2NyZWVuc2hvdCBmcm9tIDIwMjQtMDMtMjUgMDktNTktMzQucG5n_25032024103117.xlsx is not Excel,uploadFiles/novo/U2NyZWVuc2hvdCBmcm9tIDIwMjQtMDMtMjUgMDktNTktMzQucG5n_25032024103117.xlsx,false,87170,11
7152,RVhDREVDMjAyMy54bHN4_25032024112210.xlsx,2024-03-25 11:22:10.299,ed39515a-bbcb-4a7b-adc0-ed5c5100f921,1,false,Incorrect format of Cell 1:4,uploadFiles/exchange_rate/RVhDREVDMjAyMy54bHN4_25032024112210.xlsx,false,769760,7
7252,RVhDREVDMjAyMy54bHN4_25032024112407.xlsx,2024-03-25 11:24:09.887,'928924aa-24ee-4661-9300-540fc5b7e392',1,true,,uploadFiles/exchange_rate/RVhDREVDMjAyMy54bHN4_25032024112407.xlsx,false,769760,7
7352,RVhDREVDMjAyMy54bHN4_25032024112605.xlsx,2024-03-25 11:26:08.387,'1d709847-de9d-4733-ba1f-b80411d8cc43',1,true,,uploadFiles/exchange_rate/RVhDREVDMjAyMy54bHN4_25032024112605.xlsx,false,769760,7
7452,XzIwMjMtMTA0MjA2MF9WaXNtYXJrLVAyLjBVVCAoY29weSkueGxzeA==_25032024112816.xlsx,2024-03-25 11:28:16.175,ad635df5-fb9c-4d96-b153-221fecda3ecf,1,false,'Invalid file name: ''_2023-1042060_Vismark-P2.0UT (copy).xlsx''',uploadFiles/exchange_rate/XzIwMjMtMTA0MjA2MF9WaXNtYXJrLVAyLjBVVCAoY29weSkueGxzeA==_25032024112816.xlsx,false,675419,7
7453,RVhDREVDMjAyMy54bHN4_25032024113155.xlsx,2024-03-25 11:31:55.384,e2c10965-27f3-40d3-a96c-c63fae7ff420,1,false,,uploadFiles/exchange_rate/RVhDREVDMjAyMy54bHN4_25032024113155.xlsx,true,778805,7
4303,VVNEIEFVRCBNYXJnaW4gQW5hbHlzaXMgVGVtcGxhdGUgTWFjcm9fTWFyIDIwMjQueGxzYg==_13032024154456.xlsx,2024-03-13 15:45:28.576,'17655cdf-1325-412b-9bca-b12f27e0cf2f',1,true,,/uploadFiles/macro/VVNEIEFVRCBNYXJnaW4gQW5hbHlzaXMgVGVtcGxhdGUgTWFjcm9fTWFyIDIwMjQueGxzYg==_13032024154456.xlsx,false,0,
4304,XzIwMjQtMTA2NjI5N19leGFtcGxlX25ld3F1b3RlIEhZTSAoMSkueGxzeA==_13032024154709.xlsx,2024-03-13 15:47:09.464,'2ec2c8ad-cc48-4573-8deb-6e760837aea5',1,true,,/uploadFiles/novo/XzIwMjQtMTA2NjI5N19leGFtcGxlX25ld3F1b3RlIEhZTSAoMSkueGxzeA==_13032024154709.xlsx,false,0,11
4305,XzIwMjQtMTA2NjI5N19leGFtcGxlX25ld3F1b3RlIEhZTSAoMSkueGxzeA==_13032024160218.xlsx,2024-03-13 16:02:18.251,'33ae4a47-3442-475c-ba1b-cc535dabdb10',1,true,,/uploadFiles/novo/XzIwMjQtMTA2NjI5N19leGFtcGxlX25ld3F1b3RlIEhZTSAoMSkueGxzeA==_13032024160218.xlsx,false,0,11
3653,/tmp/uploadFiles/XzIwMjQtMTA2NjI5N19leGFtcGxlX25ld3F1b3RlIEhZTSAoMSkueGxzeA==_05032024145230099.xlsx,2024-03-05 14:52:30.100,c6ba9dc9-4d20-4e72-9a6d-bbdd1af82da4,1,false,,,false,0,
3703,Qk9PS0VEIE9SREVSUyBBdWcgRmluYWwgMjAyMy54bHN4_05032024165834.xlsx,2024-03-05 16:59:00.982,a1310f26-42ae-4d2c-bd47-887b084cd7a5,1,true,,,false,0,1
