'country','years','gdp','per_capita','growth','share_of_world'
307,2016,318627003012.52,3038.15203684461,7.14945675286656,0.004164025804920786
307,2015,306445871246.718,2974.29691673713,6.34830971539886,0.004070570646044229
307,2014,297483555344.802,2935.92859830401,6.34798748029741,0.003726129125519925
307,2013,283902828581.65,2847.56794274704,6.75053130394745,0.003653140800758681
307,2012,261920540972.102,2671.77752181561,6.89695170786769,0.0034639824370666567
307,2011,234216730295.938,2431.19996066282,3.85823282420755,0.003166582616725208
307,2010,208368893151.144,2201.77682813479,7.33449996514402,0.0031236402324220764
307,2009,175974755881.372,1893.28164063577,1.44832306275669,0.00289023486097379
307,2008,181624626327.361,1990.35612886581,4.34448730509183,0.0028278263187952943
307,2007,155980408673.403,1741.60351144895,6.51929155018938,0.0026687594589616965
307,2006,127652926368.069,1452.22140548112,5.31641682136939,0.0024613666182259526
307,2005,107419977318.166,1245.2865836997,4.94250511877678,0.002244498042445589
307,2004,95001999685.3314,1122.85552182107,6.56922851180626,0.002149589310566875
307,2003,87039092974.2272,1049.38649463156,5.08691113513073,0.00221929641737111
307,2002,84307345887.543,1037.17478776606,3.71625500158383,0.0024099866875192002
307,2001,78921234457.5487,991.147982051369,3.04923150985866,0.002342626339330427
307,2000,83669788254.7279,1073.26443619332,4.38250483347254,0.0024682103858672234
257,2022,466788426791.966,82807.6290622897,3.64697207108541,0.004627185358190786
257,2021,423797100521.555,77710.0892373091,8.88235399664532,0.0043621536160881515
257,2020,348392090695.217,61273.9916594455,-3.90105340221118,0.004085623975098273
257,2019,376837580397.579,66070.4868123062,1.33126132689951,0.0042931046421129234
257,2018,376869492498.009,66836.521995236,3.57543271019112,0.004354724171100303
257,2017,343272878686.388,61164.8973569773,4.54472821784424,0.004212758982089537
257,2016,319030057631.089,56895.6583127851,3.60165603913242,0.004169293185954551
257,2015,307998545269.398,55645.6068614606,2.97679931634806,0.004091195069123855
257,2014,314863580758.455,57564.8023114977,3.93554027709007,0.003943822566829741
257,2013,307576360584.992,56967.4257940383,4.81763099120676,0.003957761737758619
257,2012,295092888076.589,55547.5553077786,4.43549759378537,0.00390269727531396
257,2011,279356499090.458,53891.4570264372,6.21493416858989,0.003776866976032572
257,2010,239807980591.24,47236.683084953,14.5197497108994,0.0035949408997788166
257,2009,194150283771.566,38926.8054365453,0.127953382778088,0.0031887523617467562
257,2008,193617323539.203,40008.5720489092,1.86348345462035,0.003014548050835444
257,2007,180941701357.97,39432.8860198877,9.02151951268893,0.0030958367215897977
257,2006,148627286361.351,33768.4528234651,9.00676607871758,0.002865788130485399
257,2005,127807848728.398,29961.3172812732,7.36632239250758,0.002670494571325506
257,2004,115033593101.049,27608.080013423,9.93998268434957,0.0026028397602697447
257,2003,97646401095.6369,23730.3840054566,4.54825542643229,0.002489758345539026
257,2002,92538372869.6942,22159.8373710639,3.92336076702013,0.002645276569352934
257,2001,89793790669.6515,21699.7414868907,-1.07086275100448,0.002665357436143453
257,2000,96076539925.7409,23852.8389514753,9.03831632555163,0.002834202388094377
247,2022,1673916469026.56,32422.5744864287,2.61267219187226,0.01659321725164808
247,2021,1818432106880.04,35142.264267481,4.30473481906969,0.018717164843448746
247,2020,1644312831906.17,31721.2989141857,-0.709415359397681,0.019282997829232335
247,2019,1651422932447.77,31902.4169048194,2.24397786011012,0.0188137590998841
247,2018,1725373496825.43,33447.1562836166,2.90740377377135,0.019936677869571113
247,2017,1623074183501.9,31600.7358741365,3.15963574012777,0.01991890641436919
247,2016,1499679823909.61,29280.4403170048,2.94688171508626,0.019598795540983385
247,2015,1466038936206.43,28737.4391706499,2.80910326824133,0.019473635051442107
247,2014,1484488526271.8,29252.9312377352,3.2024537945736,0.018593955312354228
247,2013,1370632955321.2,27179.5170146052,3.16470863647184,0.017636721680313543
247,2012,1278046536287.01,25459.1689000965,2.40253099246186,0.016902571822053562
247,2011,1253289537500.81,25097.595426845,3.68566778212526,0.016944326983641053
247,2010,1143672241149.72,23079.2601257735,6.80482491783671,0.017144692622464864
247,2009,943941876218.743,19143.8516053025,0.792698989518186,0.01550343800004791
247,2008,1047339010225.25,21350.427979823,3.01298487281167,0.016306669848161495
247,2007,1172614086539.86,24086.4104391677,5.79954841503216,0.02006293586342292
247,2006,1053216909887.56,21743.4774514254,5.26432659466724,0.020307822292092638
247,2005,934901071332.984,19402.5026259549,4.30854271411236,0.019534389011012246
247,2004,793175561887.027,16496.1316167114,5.19739136324382,0.01794700864068744
247,2003,702714855193.904,14672.8057539465,3.14729119373409,0.017917610435429016
247,2002,627246933729.618,13165.08362497,7.72514267547173,0.017930308968473592
247,2001,547656279894.587,11561.2071745115,4.85239957151281,0.01625613226907734
247,2000,576179387819.613,12257.0206622345,9.06083332508534,0.01699695886416478
343,2022,74403578363.4355,3354.38340757565,-7.82397732646906,0.0007375485951234
343,2021,88548049121.4972,3996.57199501251,3.51222455549778,0.0009114271716289
343,2020,84440516486.1099,3852.38909102194,-4.62451581633715,0.0009902411904269
343,2019,89014978344.1404,4082.69404871533,-0.220483886072614,0.0010140990087655962
343,2018,94493871200.7869,4360.58473469252,2.31008425192161,0.0010918759759814718
343,2017,94376237797.2367,4388.20190593728,6.4606812707036,0.001158216591411399
343,2016,88012282205.8357,4107.82977539914,5.05362489256818,0.0011502019941500997
343,2015,85140955388.8509,3990.35311739446,4.2059554759927,0.0011309412405265992
343,2014,82528535713.926,3885.62361617465,6.37797889289399,0.0010337108558950271
343,2013,77000578167.353,3643.83244664348,4.05174632926911,0.0009908106769858
343,2012,70447216891.3366,3351.89247576451,8.63218138024038,0.0009316868434454
343,2011,67753284043.9282,3248.0402104632,8.66948301160571,0.000916016422945
343,2010,58636161081.712,2836.97410911231,8.01596737040464,0.0008790096691485
343,2009,42066224093.0065,2053.76645085487,3.53891205317842,0.0006909017531191
343,2008,40713826215.0093,2007.02665500962,5.95008814473897,0.0006338987814469
343,2007,32350238760.4239,1611.17558723051,6.79682611892866,0.0005534990350764
343,2006,28279802405.9138,1423.19062070134,7.66829190107919,0.0005452829292079
343,2005,24405791044.7761,1240.51831220036,6.24174804376447,0.0005099493743337
343,2004,20662525941.2985,1060.1369431645,5.44506127885352,0.0004675264209158
343,2003,18881765437.2151,978.168645643624,5.9402690780223,0.0004814415334137
343,2002,16536535647.0834,865.302139114132,3.96467568513113,0.0004727088766419
343,2001,15749753804.8344,832.427319625871,-1.54540813366026,0.0004675014063676
343,2000,16330814179.9766,869.753488572239,6.00003315828934,0.0004817495778282
274,2022,495423343049.622,6909.9562847948,2.59764412586718,0.00491103786531281
274,2021,505568063988.806,7060.89770696418,1.49209523545821,0.005203824084198254
274,2020,500457264955.763,7001.78546023389,-6.0669259685517,0.005868905336327272
274,2019,543976691793.886,7628.57603307351,2.11455779628278,0.00619722921020158
274,2018,506754208404.485,7124.55881041403,4.22287028746071,0.005855541093333443
274,2017,456356813536.764,6436.78965986703,4.1776810321001,0.005600562656221863
274,2016,413366349747.508,5854.4639077194,3.43515771692182,0.005402141472506959
274,2015,401296238228.084,5708.79409105798,3.13404724911635,0.00533048358933211
274,2014,407339040197.651,5822.37778295314,0.984468863619426,0.005102123577495154
274,2013,420333654592.547,6041.13394794203,2.68749556320556,0.005408674620099537
274,2012,397558325278.579,5748.63272062158,7.24279620249642,0.005257835263181263
274,2011,370818739623.622,5396.64358573682,0.840132083053334,0.00501342569919941
274,2010,341104766329.17,4996.37209760091,7.51339053261624,0.00511347233967335
274,2009,281710630187.319,4154.18744707842,-0.690618232300579,0.004626856164660113
274,2008,291382982430.951,4327.79747040393,1.72569884866334,0.0045367221572814925
274,2007,262942621455.053,3934.69090919863,5.43515169050809,0.00449883811781558
274,2006,221758296021.621,3343.78595174831,4.96781089246107,0.004275878999972695
274,2005,189318408468.595,2876.24577293139,4.18763842884337,0.003955733447495488
274,2004,172895685154.658,2647.26073263886,6.28934214285795,0.003912072565657514
274,2003,152280615245.887,2350.84549582551,7.18924330340971,0.00388280498224328
274,2002,134300904400.022,2091.17890312133,6.14903605210036,0.0038390888518489742
274,2001,120296476180.402,1889.97141079834,3.44424900968372,0.003570771485846802
274,2000,126392224253.794,2004.10705891031,4.45524704335014,0.0037284975509477947
335,2022,408802378904.838,4163.51429874522,8.01979237442838,0.004052380636474223
335,2021,366137569122.215,3756.48890080884,2.56156410670985,0.0037686626906286783
335,2020,346615738537.796,3586.34717624763,2.86541320912272,0.00406479254075631
335,2019,334365270496.667,3491.09140990663,7.35926270105006,0.003809240823105037
335,2018,310106478394.659,3267.22506911927,7.46500685572751,0.003583278041767071
335,2017,281353605986.903,2992.07153198845,6.94019037359206,0.003452865065542991
335,2016,257096001177.982,2760.71710111715,6.69000892660424,0.003359898480434177
335,2015,239258328381.741,2595.23484372958,6.98715430598611,0.0031781075214690345
335,2014,233451469642.519,2558.77875834959,6.42224312118567,0.002924095482932449
335,2013,213708811665.34,2367.49933068934,5.55351081026072,0.002749914057836785
335,2012,195590661129.249,2190.2324398772,5.5045447041189,0.002586748685274515
335,2011,172595049183.925,1953.55714968747,6.41316889681683,0.0023334647434796324
335,2010,147201173196.979,1684.01177184608,6.42324482239482,0.0022066801810205297
335,2009,106014659565.214,1225.84500948487,5.39789754014181,0.0017412001131355739
335,2008,99130304099.1274,1158.10162735417,5.66177120891362,0.0015434211130402418
335,2007,77414425532.2452,913.312331601755,7.12950448605439,0.0013245283953054142
335,2006,66371664817.0436,790.592516384921,6.97795481056711,0.0012797591471245507
335,2005,57633255738.1992,693.18984250035,7.54724772895918,0.0012042241388769887
335,2004,45427854693.2554,551.903505134912,7.53641060890386,0.0010278860568624926
335,2003,39552513231.9169,485.45090806895,6.89906349055258,0.0010084979968668609
335,2002,35064105500.8344,434.810292146332,6.32082099160833,0.0010023329115294295
335,2001,32685198808.5549,409.497733926552,6.19289331233377,0.0009701977948198
335,2000,31172518403.3162,394.583136574358,6.78731640463151,0.0009195712727569
